"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country/Region,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",sales_num,profit_num,quantity_num,discount_num
3861,CA-2021-154039,2/17/2021,2/22/2021,"Standard Class",JK-16120,"Julie Kriz","Home Office","United States",Chicago,Illinois,60653,Central,TEC-PH-10002789,Technology,Phones,"LG Exalt",124.79,10.92,1.0,0.2
3862,CA-2018-135755,5/3/2018,5/10/2018,"Standard Class",NC-18415,"Nathan Cano",Consumer,"United States",Yonkers,"New York",10701,East,OFF-BI-10004828,"Office Supplies",Binders,"GBC Poly Designer Binding Covers",40.18,14.56,3.0,0.2
3863,CA-2018-135755,5/3/2018,5/10/2018,"Standard Class",NC-18415,"Nathan Cano",Consumer,"United States",Yonkers,"New York",10701,East,OFF-BI-10003981,"Office Supplies",Binders,"Avery Durable Plastic 1"" Binders",10.9,3.95,3.0,0.2
3864,CA-2021-123246,10/17/2021,10/19/2021,"Second Class",AJ-10960,"Astrea Jones",Consumer,"United States","San Diego",California,92037,West,OFF-AR-10001770,"Office Supplies",Art,"Economy #2 Pencils",10.64,2.77,4.0,0.0
3865,CA-2019-157133,11/28/2019,12/3/2019,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Champaign,Illinois,61821,Central,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",151.96,-182.35,5.0,0.6
3866,CA-2018-124709,7/27/2018,7/29/2018,"Second Class",GW-14605,"Giulietta Weimer",Consumer,"United States","San Francisco",California,94122,West,TEC-AC-10002842,Technology,Accessories,"WD My Passport Ultra 2TB Portable External Hard Drive",238.0,38.08,2.0,0.0
3867,CA-2021-146360,4/23/2021,4/25/2021,"Second Class",SC-20305,"Sean Christensen",Consumer,"United States",Lawrence,Indiana,46226,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,55.92,6.0,0.0
3868,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,TEC-AC-10000710,Technology,Accessories,"Maxell DVD-RAM Discs",148.32,63.78,9.0,0.0
3869,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",240.78,27.09,1.0,0.2
3870,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,FUR-CH-10004540,Furniture,Chairs,"Global Chrome Stack Chair",191.97,16.8,7.0,0.2
3871,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,OFF-PA-10004971,"Office Supplies",Paper,"Xerox 196",11.56,5.66,2.0,0.0
3872,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,OFF-EN-10002600,"Office Supplies",Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,5.66,4.0,0.0
3873,CA-2019-132486,10/23/2019,10/27/2019,"Second Class",JF-15355,"Jay Fein",Consumer,"United States","San Diego",California,92105,West,FUR-CH-10001854,Furniture,Chairs,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",842.35,42.12,3.0,0.2
3874,CA-2020-136231,9/5/2020,9/7/2020,"Second Class",DM-13015,"Darrin Martin",Consumer,"United States","Johnson City",Tennessee,37604,South,OFF-EN-10001099,"Office Supplies",Envelopes,"Staple envelope",23.47,7.63,3.0,0.2
3875,CA-2020-136231,9/5/2020,9/7/2020,"Second Class",DM-13015,"Darrin Martin",Consumer,"United States","Johnson City",Tennessee,37604,South,OFF-BI-10001597,"Office Supplies",Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.06,-63.11,7.0,0.7
3876,CA-2020-136231,9/5/2020,9/7/2020,"Second Class",DM-13015,"Darrin Martin",Consumer,"United States","Johnson City",Tennessee,37604,South,TEC-PH-10002660,Technology,Phones,"Nortel Networks T7316 E Nt8 B27",108.78,6.8,2.0,0.2
3877,CA-2020-136231,9/5/2020,9/7/2020,"Second Class",DM-13015,"Darrin Martin",Consumer,"United States","Johnson City",Tennessee,37604,South,OFF-PA-10000327,"Office Supplies",Paper,"Xerox 1971",10.27,3.21,3.0,0.2
3878,CA-2020-140641,10/28/2020,11/2/2020,"Standard Class",EP-13915,"Emily Phan",Consumer,"United States",Tampa,Florida,33614,South,OFF-BI-10001191,"Office Supplies",Binders,"Canvas Sectional Post Binders",38.19,-26.73,5.0,0.7
3879,CA-2018-151001,4/5/2018,4/7/2018,"First Class",JG-15805,"John Grady",Corporate,"United States",Decatur,Illinois,62521,Central,OFF-ST-10003455,"Office Supplies",Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.63,3.72,4.0,0.2
3880,CA-2018-151001,4/5/2018,4/7/2018,"First Class",JG-15805,"John Grady",Corporate,"United States",Decatur,Illinois,62521,Central,OFF-ST-10001031,"Office Supplies",Storage,"Adjustable Personal File Tote",52.1,3.91,4.0,0.2
3881,CA-2019-129896,6/15/2019,6/20/2019,"Standard Class",PF-19120,"Peter Fuller",Consumer,"United States",Gilbert,Arizona,85234,West,OFF-PA-10002245,"Office Supplies",Paper,"Xerox 1895",9.57,2.99,2.0,0.2
3882,CA-2019-129896,6/15/2019,6/20/2019,"Standard Class",PF-19120,"Peter Fuller",Consumer,"United States",Gilbert,Arizona,85234,West,OFF-ST-10004804,"Office Supplies",Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,-19.56,2.0,0.2
3883,CA-2019-129896,6/15/2019,6/20/2019,"Standard Class",PF-19120,"Peter Fuller",Consumer,"United States",Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.7,-36.47,6.0,0.2
3884,CA-2019-129896,6/15/2019,6/20/2019,"Standard Class",PF-19120,"Peter Fuller",Consumer,"United States",Gilbert,Arizona,85234,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.26,11.07,4.0,0.2
3885,CA-2018-152849,7/5/2018,7/12/2018,"Standard Class",DW-13195,"David Wiener",Corporate,"United States",Knoxville,Tennessee,37918,South,OFF-AR-10002833,"Office Supplies",Art,"Newell 322",4.37,0.38,3.0,0.2
3886,US-2021-127341,1/29/2021,2/2/2021,"Standard Class",CK-12595,"Clytie Kelty",Consumer,"United States",Chicago,Illinois,60653,Central,OFF-BI-10001072,"Office Supplies",Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.13,-20.62,4.0,0.8
3887,CA-2020-167759,3/3/2020,3/8/2020,"Second Class",CC-12670,"Craig Carreira",Consumer,"United States",Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,"Plantronics Encore H101 Dual Earpieces Headset",134.85,37.76,3.0,0.0
3888,CA-2018-100895,6/2/2018,6/6/2018,"Standard Class",SV-20785,"Stewart Visinsky",Consumer,"United States",Roswell,Georgia,30076,South,OFF-AR-10004511,"Office Supplies",Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2.65,2.0,0.0
3889,CA-2018-100895,6/2/2018,6/6/2018,"Standard Class",SV-20785,"Stewart Visinsky",Consumer,"United States",Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,"Mophie Juice Pack Helium for iPhone",239.97,67.19,3.0,0.0
3890,CA-2018-100895,6/2/2018,6/6/2018,"Standard Class",SV-20785,"Stewart Visinsky",Consumer,"United States",Roswell,Georgia,30076,South,OFF-ST-10001490,"Office Supplies",Storage,"Hot File 7-Pocket, Floor Stand",356.94,107.08,2.0,0.0
3891,US-2020-163881,11/24/2020,11/30/2020,"Standard Class",SP-20860,"Sung Pak",Corporate,"United States","Los Angeles",California,90036,West,TEC-AC-10003033,Technology,Accessories,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",659.9,217.77,2.0,0.0
3892,US-2020-163881,11/24/2020,11/30/2020,"Standard Class",SP-20860,"Sung Pak",Corporate,"United States","Los Angeles",California,90036,West,FUR-CH-10001394,Furniture,Chairs,"Global Leather Executive Chair",1684.75,210.59,6.0,0.2
3893,US-2020-163881,11/24/2020,11/30/2020,"Standard Class",SP-20860,"Sung Pak",Corporate,"United States","Los Angeles",California,90036,West,TEC-AC-10000420,Technology,Accessories,"Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",559.92,190.37,8.0,0.0
3894,US-2020-144547,11/10/2020,11/14/2020,"Standard Class",MS-17770,"Maxwell Schwartz",Consumer,"United States",Houston,Texas,77036,Central,TEC-AC-10004901,Technology,Accessories,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",279.94,48.99,7.0,0.2
3895,US-2018-112200,11/22/2018,11/28/2018,"Standard Class",TC-21475,"Tony Chapman","Home Office","United States",Bolingbrook,Illinois,60440,Central,OFF-BI-10002571,"Office Supplies",Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,-16.47,5.0,0.8
3896,CA-2021-110212,5/1/2021,5/5/2021,"Standard Class",SJ-20125,"Sanjit Jacobs","Home Office","United States",Texarkana,Arkansas,71854,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,18.09,5.0,0.0
3897,CA-2021-134285,12/7/2021,12/12/2021,"Standard Class",DS-13180,"David Smith",Corporate,"United States","San Antonio",Texas,78207,Central,OFF-FA-10000611,"Office Supplies",Fasteners,"Binder Clips by OIC",3.55,1.24,3.0,0.2
3898,CA-2021-134285,12/7/2021,12/12/2021,"Standard Class",DS-13180,"David Smith",Corporate,"United States","San Antonio",Texas,78207,Central,OFF-PA-10000304,"Office Supplies",Paper,"Xerox 1995",15.55,5.44,3.0,0.2
3899,CA-2021-102267,11/30/2021,12/4/2021,"Standard Class",SC-20800,"Stuart Calhoun",Consumer,"United States",Edinburg,Texas,78539,Central,OFF-FA-10000611,"Office Supplies",Fasteners,"Binder Clips by OIC",2.37,0.83,2.0,0.2
3900,CA-2021-157980,12/7/2021,12/9/2021,"First Class",SH-20395,"Shahid Hopkins",Consumer,"United States",Toledo,Ohio,43615,East,TEC-AC-10002567,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",127.98,25.6,2.0,0.2
3901,CA-2019-121097,1/3/2019,1/8/2019,"Standard Class",SF-20965,"Sylvia Foulston",Corporate,"United States",Baytown,Texas,77520,Central,OFF-PA-10001937,"Office Supplies",Paper,"Xerox 21",10.37,3.63,2.0,0.2
3902,CA-2019-151043,11/14/2019,11/20/2019,"Standard Class",MG-17680,"Maureen Gastineau","Home Office","United States",Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,"Micro Innovations Wireless Classic Keyboard with Mouse",47.98,-1.2,2.0,0.2
3903,US-2019-119312,10/2/2019,10/7/2019,"Second Class",CS-12400,"Christopher Schild","Home Office","United States","Los Angeles",California,90045,West,OFF-ST-10000943,"Office Supplies",Storage,"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",270.34,75.7,14.0,0.0
3904,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,"Office Supplies",Appliances,"Bionaire 99.97% HEPA Air Cleaner",98.11,18.4,7.0,0.2
3905,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,"Office Supplies",Storage,"Fellowes High-Stak Drawer Files",563.81,21.14,4.0,0.2
3906,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,OFF-BI-10002072,"Office Supplies",Binders,"Cardinal Slant-D Ring Binders",10.43,-6.95,4.0,0.7
3907,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,"Tenex Antistatic Computer Chair Mats",547.14,-68.39,4.0,0.2
3908,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,TEC-PH-10000347,Technology,Phones,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",14.85,-3.22,5.0,0.4
3909,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",41.99,-9.8,2.0,0.4
3910,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.58,2.37,1.0,0.2
3911,CA-2019-167010,4/5/2019,4/10/2019,"Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,-211.47,5.0,0.5
3912,CA-2021-126788,6/5/2021,6/6/2021,"First Class",AB-10105,"Adrian Barton",Consumer,"United States",Pearland,Texas,77581,Central,TEC-PH-10001619,Technology,Phones,"LG G3",470.38,52.92,3.0,0.2
3913,CA-2021-148068,9/18/2021,9/25/2021,"Standard Class",MM-18280,"Muhammed MacIntyre",Corporate,"United States","New York City","New York",10035,East,OFF-PA-10001639,"Office Supplies",Paper,"Xerox 203",19.44,9.33,3.0,0.0
3914,CA-2021-148068,9/18/2021,9/25/2021,"Standard Class",MM-18280,"Muhammed MacIntyre",Corporate,"United States","New York City","New York",10035,East,FUR-FU-10002268,Furniture,Furnishings,"Ultra Door Push Plate",9.82,3.24,2.0,0.0
3915,US-2021-142573,7/18/2021,7/23/2021,"Standard Class",ML-17410,"Maris LaWare",Consumer,"United States",Phoenix,Arizona,85023,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,-448.9,5.0,0.5
3916,US-2021-142573,7/18/2021,7/23/2021,"Standard Class",ML-17410,"Maris LaWare",Consumer,"United States",Phoenix,Arizona,85023,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.57,10.1,2.0,0.2
3917,US-2021-142573,7/18/2021,7/23/2021,"Standard Class",ML-17410,"Maris LaWare",Consumer,"United States",Phoenix,Arizona,85023,West,OFF-PA-10000246,"Office Supplies",Paper,"Riverleaf Stik-Withit Designer Note Cubes",16.1,5.23,2.0,0.2
3918,US-2021-142573,7/18/2021,7/23/2021,"Standard Class",ML-17410,"Maris LaWare",Consumer,"United States",Phoenix,Arizona,85023,West,OFF-BI-10003350,"Office Supplies",Binders,"Acco Expandable Hanging Binders",7.66,-6.12,4.0,0.7
3919,US-2021-142573,7/18/2021,7/23/2021,"Standard Class",ML-17410,"Maris LaWare",Consumer,"United States",Phoenix,Arizona,85023,West,FUR-CH-10000513,Furniture,Chairs,"High-Back Leather Manager's Chair",311.98,-42.9,3.0,0.2
3920,US-2019-148817,12/1/2019,12/7/2019,"Standard Class",KD-16495,"Keith Dawkins",Corporate,"United States",Chesapeake,Virginia,23320,South,OFF-ST-10001321,"Office Supplies",Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,16.65,4.0,0.0
3921,US-2019-148817,12/1/2019,12/7/2019,"Standard Class",KD-16495,"Keith Dawkins",Corporate,"United States",Chesapeake,Virginia,23320,South,OFF-BI-10004233,"Office Supplies",Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,30.7,4.0,0.0
3922,CA-2020-110044,6/28/2020,7/2/2020,"Second Class",RF-19735,"Roland Fjeld",Consumer,"United States",Chicago,Illinois,60610,Central,TEC-PH-10001299,Technology,Phones,"Polycom CX300 Desktop Phone USB VoIP phone",359.98,36.0,3.0,0.2
3923,CA-2021-146920,8/28/2021,9/1/2021,"Standard Class",SC-20305,"Sean Christensen",Consumer,"United States",Chicago,Illinois,60623,Central,OFF-PA-10002479,"Office Supplies",Paper,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",25.34,7.92,6.0,0.2
3924,CA-2021-146920,8/28/2021,9/1/2021,"Standard Class",SC-20305,"Sean Christensen",Consumer,"United States",Chicago,Illinois,60623,Central,OFF-PA-10001461,"Office Supplies",Paper,"HP Office Paper (20Lb. and 87 Bright)",26.72,9.35,5.0,0.2
3925,CA-2018-103940,9/17/2018,9/21/2018,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10004963,"Office Supplies",Storage,"Eldon Gobal File Keepers",30.28,1.21,2.0,0.0
3926,CA-2018-103940,9/17/2018,9/21/2018,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10000943,"Office Supplies",Storage,"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",57.93,16.22,3.0,0.0
3927,CA-2018-103940,9/17/2018,9/21/2018,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,13.43,2.0,0.0
3928,CA-2018-103940,9/17/2018,9/21/2018,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States",Seattle,Washington,98103,West,OFF-BI-10002735,"Office Supplies",Binders,"GBC Prestige Therm-A-Bind Covers",137.24,46.32,5.0,0.2
3929,CA-2020-162082,3/14/2020,3/17/2020,"First Class",JS-15880,"John Stevenson",Consumer,"United States",Harlingen,Texas,78550,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.33,-14.2,5.0,0.32
3930,CA-2020-162082,3/14/2020,3/17/2020,"First Class",JS-15880,"John Stevenson",Consumer,"United States",Harlingen,Texas,78550,Central,OFF-PA-10001934,"Office Supplies",Paper,"Xerox 1993",5.18,1.88,1.0,0.2
3931,CA-2020-162082,3/14/2020,3/17/2020,"First Class",JS-15880,"John Stevenson",Consumer,"United States",Harlingen,Texas,78550,Central,OFF-AR-10001044,"Office Supplies",Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.54,16.37,7.0,0.2
3932,CA-2020-132094,8/26/2020,9/2/2020,"Standard Class",VG-21805,"Vivek Grady",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,OFF-AR-10004165,"Office Supplies",Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.47,1.64,3.0,0.2
3933,CA-2020-132094,8/26/2020,9/2/2020,"Standard Class",VG-21805,"Vivek Grady",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,TEC-AC-10001109,Technology,Accessories,"Logitech Trackman Marble Mouse",47.98,13.2,2.0,0.2
3934,CA-2021-123001,9/2/2021,9/8/2021,"Standard Class",AW-10840,"Anthony Witt",Consumer,"United States",Bakersfield,California,93309,West,OFF-AR-10001919,"Office Supplies",Art,"OIC #2 Pencils, Medium Soft",9.4,2.73,5.0,0.0
3935,CA-2021-123001,9/2/2021,9/8/2021,"Standard Class",AW-10840,"Anthony Witt",Consumer,"United States",Bakersfield,California,93309,West,OFF-LA-10004544,"Office Supplies",Labels,"Avery 505",74.0,37.0,5.0,0.0
3936,CA-2021-123001,9/2/2021,9/8/2021,"Standard Class",AW-10840,"Anthony Witt",Consumer,"United States",Bakersfield,California,93309,West,TEC-PH-10003484,Technology,Phones,"Ooma Telo VoIP Home Phone System",201.58,12.6,2.0,0.2
3937,CA-2019-118955,6/16/2019,6/20/2019,"Standard Class",LS-17230,"Lycoris Saunders",Consumer,"United States","Grand Prairie",Texas,75051,Central,OFF-EN-10001028,"Office Supplies",Envelopes,"Staple envelope",28.75,9.34,3.0,0.2
3938,CA-2019-118955,6/16/2019,6/20/2019,"Standard Class",LS-17230,"Lycoris Saunders",Consumer,"United States","Grand Prairie",Texas,75051,Central,OFF-PA-10004156,"Office Supplies",Paper,"Xerox 188",27.22,9.87,3.0,0.2
3939,CA-2019-118955,6/16/2019,6/20/2019,"Standard Class",LS-17230,"Lycoris Saunders",Consumer,"United States","Grand Prairie",Texas,75051,Central,FUR-CH-10001708,Furniture,Chairs,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",197.37,-25.38,2.0,0.3
3940,US-2020-143448,12/10/2020,12/10/2020,"Same Day",MH-17455,"Mark Hamilton",Consumer,"United States",Greenwood,Indiana,46142,Central,FUR-CH-10003379,Furniture,Chairs,"Global Commerce Series High-Back Swivel/Tilt Chairs",1424.9,356.23,5.0,0.0
3941,CA-2021-117863,5/18/2021,5/23/2021,"Standard Class",TS-21340,"Toby Swindell",Consumer,"United States","New York City","New York",10024,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,6.26,2.0,0.0
3942,CA-2021-117863,5/18/2021,5/23/2021,"Standard Class",TS-21340,"Toby Swindell",Consumer,"United States","New York City","New York",10024,East,OFF-BI-10000605,"Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.05,1.03,1.0,0.2
3943,CA-2021-160458,5/27/2021,5/29/2021,"Second Class",EH-13945,"Eric Hoffmann",Consumer,"United States",Memphis,Tennessee,38109,South,OFF-PA-10001166,"Office Supplies",Paper,"Xerox 2",25.92,9.07,5.0,0.2
3944,US-2020-142685,6/23/2020,6/30/2020,"Standard Class",MG-17695,"Maureen Gnade",Consumer,"United States",Buffalo,"New York",14215,East,OFF-SU-10000157,"Office Supplies",Supplies,"Compact Automatic Electric Letter Opener",835.17,16.7,7.0,0.0
3945,CA-2020-133144,5/16/2020,5/21/2020,"Second Class",DO-13435,"Denny Ordway",Consumer,"United States","Los Angeles",California,90036,West,OFF-PA-10004971,"Office Supplies",Paper,"Xerox 196",17.34,8.5,3.0,0.0
3946,CA-2021-167871,11/18/2021,11/23/2021,"Standard Class",AF-10870,"Art Ferguson",Consumer,"United States",Homestead,Florida,33030,South,OFF-PA-10001977,"Office Supplies",Paper,"Xerox 194",44.38,15.53,1.0,0.2
3947,CA-2021-167871,11/18/2021,11/23/2021,"Standard Class",AF-10870,"Art Ferguson",Consumer,"United States",Homestead,Florida,33030,South,OFF-SU-10001225,"Office Supplies",Supplies,"Staple remover",2.94,-0.66,1.0,0.2
3948,CA-2020-119963,11/18/2020,11/22/2020,"Standard Class",SN-20710,"Steve Nguyen","Home Office","United States",Pasadena,Texas,77506,Central,OFF-AR-10003514,"Office Supplies",Art,"4009 Highlighters by Sanford",6.37,1.03,2.0,0.2
3949,CA-2020-119963,11/18/2020,11/22/2020,"Standard Class",SN-20710,"Steve Nguyen","Home Office","United States",Pasadena,Texas,77506,Central,OFF-LA-10003510,"Office Supplies",Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.85,15.88,2.0,0.2
3950,CA-2020-119963,11/18/2020,11/22/2020,"Standard Class",SN-20710,"Steve Nguyen","Home Office","United States",Pasadena,Texas,77506,Central,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1881",19.65,6.63,2.0,0.2
3951,CA-2020-119963,11/18/2020,11/22/2020,"Standard Class",SN-20710,"Steve Nguyen","Home Office","United States",Pasadena,Texas,77506,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",255.11,-18.22,6.0,0.3
3952,CA-2018-121167,11/28/2018,11/30/2018,"Second Class",MO-17500,"Mary O'Rourke",Consumer,"United States",Freeport,"New York",11520,East,OFF-BI-10003676,"Office Supplies",Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,6.04,2.0,0.2
3953,US-2020-151862,3/1/2020,3/8/2020,"Standard Class",ON-18715,"Odella Nelson",Corporate,"United States",Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,"RCA ViSYS 25423RE1 Corded phone",159.98,14.0,2.0,0.2
3954,CA-2021-152961,1/15/2021,1/19/2021,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States",Quincy,Massachusetts,2169,East,OFF-PA-10004675,"Office Supplies",Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,5.84,2.0,0.0
3955,CA-2018-133228,4/4/2018,4/9/2018,"Standard Class",MS-17710,"Maurice Satty",Consumer,"United States",Detroit,Michigan,48205,Central,FUR-FU-10004020,Furniture,Furnishings,"Advantus Panel Wall Acrylic Frame",5.47,2.35,1.0,0.0
3956,CA-2018-133228,4/4/2018,4/9/2018,"Standard Class",MS-17710,"Maurice Satty",Consumer,"United States",Detroit,Michigan,48205,Central,OFF-AR-10001955,"Office Supplies",Art,"Newell 319",79.36,23.81,4.0,0.0
3957,CA-2020-114951,6/26/2020,7/3/2020,"Standard Class",DN-13690,"Duane Noonan",Consumer,"United States","San Francisco",California,94109,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,6.42,3.0,0.0
3958,CA-2020-156573,5/29/2020,6/2/2020,"Standard Class",RB-19360,"Raymond Buch",Consumer,"United States",Nashville,Tennessee,37211,South,OFF-BI-10002414,"Office Supplies",Binders,"GBC ProClick Spines for 32-Hole Punch",11.28,-8.65,3.0,0.7
3959,CA-2020-156573,5/29/2020,6/2/2020,"Standard Class",RB-19360,"Raymond Buch",Consumer,"United States",Nashville,Tennessee,37211,South,OFF-AR-10003732,"Office Supplies",Art,"Newell 333",4.45,0.33,2.0,0.2
3960,CA-2020-156573,5/29/2020,6/2/2020,"Standard Class",RB-19360,"Raymond Buch",Consumer,"United States",Nashville,Tennessee,37211,South,FUR-FU-10001085,Furniture,Furnishings,"3M Polarizing Light Filter Sleeves",44.76,14.55,3.0,0.2
3961,CA-2019-113901,10/19/2019,10/24/2019,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Detroit,Michigan,48227,Central,OFF-BI-10001249,"Office Supplies",Binders,"Avery Heavy-Duty EZD View Binder with Locking Rings",38.28,17.61,6.0,0.0
3962,CA-2019-113901,10/19/2019,10/24/2019,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Detroit,Michigan,48227,Central,TEC-PH-10002564,Technology,Phones,"OtterBox Defender Series Case - Samsung Galaxy S4",149.95,44.99,5.0,0.0
3963,CA-2021-134838,2/19/2021,2/20/2021,"First Class",ED-13885,"Emily Ducich","Home Office","United States","Los Angeles",California,90045,West,OFF-AR-10000634,"Office Supplies",Art,"Newell 320",12.84,3.47,3.0,0.0
3964,CA-2021-134838,2/19/2021,2/20/2021,"First Class",ED-13885,"Emily Ducich","Home Office","United States","Los Angeles",California,90045,West,FUR-FU-10004018,Furniture,Furnishings,"Tensor Computer Mounted Lamp",44.67,12.06,3.0,0.0
3965,CA-2020-120257,9/22/2020,9/28/2020,"Standard Class",PW-19240,"Pierre Wener",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,"Office Supplies",Art,"Newell 348",7.87,0.89,3.0,0.2
